From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2019-08-06 04:00:00,2019-08-06 05:00:00,42.0,72.75,7.38,36.27,25.3,31.47,7.9,1.0,8.9,1.7,14.2,,93.73,0.67,129.32,2.12,973.12,29.65,0.0
2019-08-06 05:00:00,2019-08-06 06:00:00,48.75,85.75,6.0,36.02,24.02,31.4,8.2,1.0,9.12,1.38,17.23,,93.35,0.67,144.78,2.62,973.55,29.4,0.0
2019-08-06 06:00:00,2019-08-06 07:00:00,48.75,87.75,5.15,31.03,20.7,35.35,7.95,1.0,9.02,1.25,10.15,,92.83,0.77,147.32,20.6,973.67,29.5,0.0
2019-08-06 07:00:00,2019-08-06 08:00:00,43.25,79.25,6.05,30.15,20.95,41.67,8.05,1.05,9.5,1.15,6.5,,90.78,1.35,193.35,57.1,973.88,29.98,0.0
2019-08-06 08:00:00,2019-08-06 09:00:00,38.75,69.5,3.25,28.18,17.67,46.0,8.17,0.85,5.35,1.48,3.8,,96.03,1.43,217.22,18.7,974.32,27.03,3.5
2019-08-06 09:00:00,2019-08-06 10:00:00,12.5,26.0,8.95,38.0,27.73,80.18,7.73,0.85,6.85,1.23,3.12,,99.8,2.0,36.67,5.45,975.7,25.75,2.62
2019-08-06 10:00:00,2019-08-06 11:00:00,7.5,14.75,1.32,20.85,12.17,86.0,7.63,0.67,7.42,1.18,2.67,,99.8,2.15,13.7,4.08,976.57,24.35,6.88
2019-08-06 11:00:00,2019-08-06 12:00:00,6.5,10.0,9.88,46.9,32.92,71.45,9.05,0.83,9.05,2.2,4.92,,99.8,0.68,105.78,8.12,975.98,24.53,0.38
2019-08-06 12:00:00,2019-08-06 13:00:00,8.0,16.25,17.82,60.63,46.83,58.53,9.43,1.25,16.12,3.05,8.93,,99.8,0.8,107.35,22.23,975.7,24.8,0.5
2019-08-06 13:00:00,2019-08-06 14:00:00,8.25,19.0,39.1,63.83,66.02,63.55,9.82,1.42,13.73,4.38,29.58,,99.8,0.62,93.08,61.65,975.2,25.35,0.0
2019-08-06 14:00:00,2019-08-06 15:00:00,11.25,26.0,21.65,56.17,47.77,62.73,9.75,1.35,7.95,6.42,36.33,,99.8,0.85,81.75,108.5,974.55,26.0,0.0
2019-08-06 15:00:00,2019-08-06 16:00:00,15.5,28.0,8.6,40.08,28.32,62.22,9.78,1.1,6.9,3.27,16.95,,98.6,1.03,142.62,106.72,974.22,27.12,0.0
2019-08-06 16:00:00,2019-08-06 17:00:00,9.5,25.0,6.65,30.72,21.77,63.9,9.6,1.0,5.95,2.08,13.18,,87.55,1.1,106.47,156.25,973.25,28.93,0.0
2019-08-06 17:00:00,2019-08-06 18:00:00,13.75,27.0,4.88,43.4,27.0,65.48,8.95,1.07,7.4,3.7,19.25,,85.0,0.5,127.17,76.5,972.65,28.77,0.0
2019-08-06 18:00:00,2019-08-06 19:00:00,13.25,34.75,5.97,58.85,36.27,55.32,9.32,1.3,8.18,5.08,21.02,,87.15,0.42,135.17,32.77,973.25,28.6,0.0
2019-08-06 19:00:00,2019-08-06 20:00:00,16.75,49.25,26.57,74.07,61.1,50.9,9.52,1.73,25.77,5.25,23.95,,93.2,0.65,131.82,2.8,974.02,27.82,0.0
2019-08-06 20:00:00,2019-08-06 21:00:00,28.5,80.5,48.02,72.68,77.72,46.58,9.93,2.12,14.33,6.45,36.02,,96.53,0.38,194.07,2.05,974.33,27.35,0.0
2019-08-06 21:00:00,2019-08-06 22:00:00,37.75,92.0,84.5,63.92,102.98,48.75,10.4,2.57,10.68,7.53,40.8,,98.47,0.42,156.22,2.1,974.97,27.12,0.0
2019-08-06 22:00:00,2019-08-06 23:00:00,35.75,93.5,114.3,67.62,129.38,49.1,10.73,2.88,10.15,8.53,44.25,,99.78,0.4,101.92,2.15,975.05,26.88,0.0
2019-08-06 23:00:00,2019-08-07 00:00:00,42.0,101.75,152.68,67.45,160.18,51.6,10.12,3.27,12.53,9.85,48.43,,99.8,0.45,124.67,2.17,975.2,26.82,0.0
2019-08-07 00:00:00,2019-08-07 01:00:00,43.75,131.25,116.6,56.45,125.12,51.07,9.38,2.7,10.15,9.9,52.08,,99.8,0.38,256.12,1.82,975.2,26.52,0.0
2019-08-07 01:00:00,2019-08-07 02:00:00,40.0,103.75,143.93,51.93,145.3,50.03,9.72,2.9,15.0,10.43,52.45,,99.8,0.35,247.65,1.82,974.4,26.58,0.0
2019-08-07 02:00:00,2019-08-07 03:00:00,40.25,98.0,95.85,50.2,105.15,52.55,9.35,2.4,24.25,11.1,52.47,,99.8,0.35,78.1,2.1,973.8,26.73,0.0
2019-08-07 03:00:00,2019-08-07 04:00:00,40.25,83.75,33.23,43.12,50.08,38.12,8.43,1.45,10.72,8.45,42.12,,99.8,0.3,177.23,1.92,973.4,26.77,0.0
2019-08-07 04:00:00,2019-08-07 05:00:00,37.5,65.25,48.48,38.0,59.6,31.1,7.73,1.35,12.92,7.17,38.45,,99.8,0.47,116.9,2.12,973.53,26.67,0.0
2019-08-07 05:00:00,2019-08-07 06:00:00,41.25,86.5,44.25,36.83,55.65,32.17,8.2,1.27,51.47,6.03,30.45,,99.8,0.33,246.75,2.73,973.88,26.5,0.0
2019-08-07 06:00:00,2019-08-07 07:00:00,57.25,94.25,64.2,34.15,70.48,34.75,8.8,1.57,,6.35,33.83,,99.8,0.4,240.22,17.48,974.62,26.7,0.0
2019-08-07 07:00:00,2019-08-07 08:00:00,56.75,93.75,52.85,47.82,68.5,38.4,9.8,1.57,175.55,6.18,35.77,,97.58,0.33,118.67,43.55,975.42,27.65,0.0
2019-08-07 08:00:00,2019-08-07 09:00:00,54.5,96.5,38.1,56.6,61.27,43.48,10.35,1.6,157.12,5.53,34.15,,90.5,0.53,62.48,60.63,976.1,28.85,0.0
2019-08-07 09:00:00,2019-08-07 10:00:00,54.5,114.0,19.5,47.77,41.42,38.08,13.05,1.38,32.6,5.15,34.33,,77.47,0.95,78.3,242.88,976.05,30.85,0.0
2019-08-07 10:00:00,2019-08-07 11:00:00,34.75,90.0,6.6,24.7,18.55,34.0,14.07,0.9,,2.88,12.48,,68.75,1.43,95.4,482.0,975.77,32.42,0.0
2019-08-07 11:00:00,2019-08-07 12:00:00,18.25,42.5,4.62,23.2,16.12,36.22,13.62,0.83,,2.38,8.6,,65.17,1.15,84.1,702.3,975.42,33.77,0.0
2019-08-07 12:00:00,2019-08-07 13:00:00,23.75,61.75,3.4,26.0,16.62,28.95,12.45,0.82,3.97,2.4,10.0,,65.67,1.27,80.55,372.85,974.95,33.57,0.0
2019-08-07 13:00:00,2019-08-07 14:00:00,18.0,58.5,4.32,24.48,16.5,32.55,13.82,0.7,4.7,1.58,7.75,,61.4,1.43,82.38,565.83,974.38,34.58,0.0
2019-08-07 14:00:00,2019-08-07 15:00:00,13.25,49.5,4.1,22.05,15.12,39.67,14.93,0.7,9.08,1.35,6.83,,61.48,1.55,81.58,501.48,973.65,34.62,0.0
2019-08-07 15:00:00,2019-08-07 16:00:00,15.5,44.75,4.25,24.7,16.62,37.85,16.12,0.7,10.43,1.3,6.67,,62.3,1.27,80.72,219.58,972.82,34.2,0.0
2019-08-07 16:00:00,2019-08-07 17:00:00,11.25,41.75,5.33,26.85,18.62,34.85,15.63,0.73,9.58,1.58,11.07,,65.02,1.27,98.03,126.38,972.08,33.5,0.0
2019-08-07 17:00:00,2019-08-07 18:00:00,12.25,34.0,3.65,25.52,16.55,34.38,14.27,0.73,5.15,2.02,9.0,,69.0,1.1,104.25,76.22,971.85,32.67,0.0
2019-08-07 18:00:00,2019-08-07 19:00:00,14.0,36.25,4.83,39.58,24.98,35.27,12.83,0.97,6.28,2.7,11.72,,73.58,0.93,103.7,29.05,972.45,31.9,0.0
2019-08-07 19:00:00,2019-08-07 20:00:00,17.25,58.25,13.8,54.42,40.3,36.15,15.0,1.18,6.7,2.92,15.4,,76.07,0.62,90.4,2.77,973.23,31.23,0.0
2019-08-07 20:00:00,2019-08-07 21:00:00,19.25,80.25,9.85,53.62,36.6,29.02,15.88,1.38,11.58,3.68,21.57,,77.45,0.6,90.85,2.2,973.85,30.9,0.0
2019-08-07 21:00:00,2019-08-07 22:00:00,23.25,87.75,10.9,54.45,37.85,29.52,13.5,1.55,9.12,3.75,18.55,,80.58,0.53,89.97,2.18,974.12,30.5,0.0
2019-08-07 22:00:00,2019-08-07 23:00:00,25.0,86.25,14.62,51.02,39.08,39.5,13.47,1.3,10.35,5.43,34.8,,79.8,0.7,68.92,2.25,974.2,30.38,0.0
2019-08-07 23:00:00,2019-08-08 00:00:00,25.75,96.75,6.0,43.75,28.12,36.62,12.43,1.1,10.18,3.88,27.05,,83.07,0.72,94.95,2.18,974.25,29.92,0.0
2019-08-08 00:00:00,2019-08-08 01:00:00,21.5,74.0,7.82,38.53,26.88,38.05,11.12,0.85,7.03,2.7,14.97,,84.43,0.6,95.72,2.2,974.15,29.23,0.0
2019-08-08 01:00:00,2019-08-08 02:00:00,24.75,52.5,9.35,37.3,27.48,38.77,9.8,0.8,12.85,1.48,4.45,,86.88,0.47,85.45,2.27,973.93,28.95,0.0
2019-08-08 02:00:00,2019-08-08 03:00:00,12.5,50.0,10.55,36.4,27.9,38.45,8.8,0.8,18.1,1.73,17.25,,88.95,0.43,77.57,2.25,973.65,28.7,0.0
2019-08-08 03:00:00,2019-08-08 04:00:00,13.75,52.5,12.7,36.62,29.85,30.43,9.1,0.8,7.72,1.6,20.2,,89.88,0.47,64.1,2.27,973.5,28.53,0.0
2019-08-08 04:00:00,2019-08-08 05:00:00,15.75,74.5,19.75,35.1,34.7,25.0,9.23,0.8,8.4,2.67,25.5,,90.95,0.3,134.8,2.1,973.6,28.35,0.0
2019-08-08 05:00:00,2019-08-08 06:00:00,24.25,94.75,56.12,30.07,61.83,23.15,10.38,1.0,9.53,2.65,31.6,,95.32,0.33,143.0,3.1,973.75,27.95,0.0
2019-08-08 06:00:00,2019-08-08 07:00:00,32.75,116.25,52.68,39.35,63.9,31.67,10.8,1.27,11.8,3.08,37.53,,89.95,0.47,79.28,38.58,974.12,28.95,0.0
2019-08-08 07:00:00,2019-08-08 08:00:00,57.25,143.5,15.02,45.32,36.4,28.72,12.85,1.3,10.55,4.3,38.98,,81.33,0.9,112.5,164.23,974.62,31.2,0.0
2019-08-08 08:00:00,2019-08-08 09:00:00,59.5,128.0,9.4,47.4,32.9,31.88,15.03,1.32,10.93,4.8,29.6,,78.25,0.82,124.65,179.15,974.98,32.12,0.0
2019-08-08 09:00:00,2019-08-08 10:00:00,48.25,100.25,7.62,36.98,25.85,28.35,12.5,1.05,3.27,2.97,10.38,,74.0,1.0,125.75,200.2,975.15,32.65,0.0
2019-08-08 10:00:00,2019-08-08 11:00:00,25.5,61.25,5.25,27.62,18.97,31.85,12.6,0.93,8.07,2.62,8.93,,61.62,1.0,100.15,540.33,974.82,35.05,0.0
2019-08-08 11:00:00,2019-08-08 12:00:00,18.0,58.75,2.35,22.25,13.78,33.1,12.55,0.8,8.15,1.8,7.45,,56.47,1.15,132.3,755.03,974.3,36.42,0.0
2019-08-08 12:00:00,2019-08-08 13:00:00,15.25,53.5,1.88,17.35,10.75,27.62,11.6,0.75,11.35,1.58,6.62,,48.28,1.4,142.15,847.28,974.08,37.42,0.0
2019-08-08 13:00:00,2019-08-08 14:00:00,7.5,38.25,2.1,15.7,10.07,24.95,11.07,0.75,12.55,0.9,3.17,,47.6,1.12,141.32,764.53,973.58,37.62,0.0
2019-08-08 14:00:00,2019-08-08 15:00:00,8.5,33.5,1.5,15.32,9.43,23.6,10.47,0.8,10.98,1.12,4.0,,50.65,1.05,142.73,513.45,972.82,37.08,0.0
2019-08-08 15:00:00,2019-08-08 16:00:00,7.0,35.75,1.85,17.2,10.65,25.35,10.15,0.8,11.05,1.02,3.55,,52.62,1.23,130.73,199.4,972.25,36.85,0.0
2019-08-08 16:00:00,2019-08-08 17:00:00,8.0,38.25,2.4,20.62,12.93,24.52,10.2,0.83,9.7,1.0,3.5,,56.52,1.15,117.55,99.3,971.77,36.2,0.0
2019-08-08 17:00:00,2019-08-08 18:00:00,12.25,39.0,2.2,24.48,14.85,22.5,8.95,1.3,3.48,1.27,5.05,,59.43,1.05,132.3,34.17,971.85,35.25,0.0
2019-08-08 18:00:00,2019-08-08 19:00:00,14.75,43.5,2.95,38.38,22.85,24.8,8.28,4.1,3.97,1.43,7.1,,63.33,0.8,95.67,9.03,972.65,34.3,0.0
2019-08-08 19:00:00,2019-08-08 20:00:00,11.25,63.5,5.25,58.1,35.2,33.65,7.4,4.8,8.82,2.9,9.97,,66.58,0.55,80.5,2.45,973.35,33.62,0.0
2019-08-08 20:00:00,2019-08-08 21:00:00,15.75,94.0,24.85,68.9,56.63,30.65,8.95,5.1,12.85,6.03,16.6,,68.07,0.57,62.62,2.25,973.53,33.23,0.0
2019-08-08 21:00:00,2019-08-08 22:00:00,27.5,120.0,10.82,57.58,39.45,28.42,10.68,5.08,8.72,4.15,17.85,,72.22,0.65,101.0,2.12,974.45,32.65,0.0
2019-08-08 22:00:00,2019-08-08 23:00:00,30.25,95.0,4.77,44.23,27.32,31.1,10.37,4.83,11.97,4.38,18.07,,74.45,0.72,82.32,2.15,975.2,32.3,0.0
2019-08-08 23:00:00,2019-08-09 00:00:00,31.0,81.0,2.25,33.75,19.77,28.9,10.62,4.67,10.85,2.58,7.98,,74.72,1.02,79.88,2.15,975.25,32.1,0.0
2019-08-09 00:00:00,2019-08-09 01:00:00,17.0,69.0,1.48,20.9,12.32,37.2,10.62,0.68,11.93,1.45,4.47,,63.27,1.48,99.88,2.1,975.17,32.17,0.0
2019-08-09 01:00:00,2019-08-09 02:00:00,3.25,47.0,0.93,16.45,9.5,47.42,9.67,0.63,9.3,1.12,1.68,,66.43,1.08,92.08,2.2,975.05,31.35,0.0
2019-08-09 02:00:00,2019-08-09 03:00:00,7.25,35.75,1.05,9.6,5.95,39.15,9.8,0.6,19.38,0.7,2.2,,66.48,1.85,102.05,2.2,974.92,31.02,0.0
2019-08-09 03:00:00,2019-08-09 04:00:00,8.25,38.5,0.78,12.35,7.22,31.25,9.38,0.6,10.35,0.4,1.15,,70.0,1.57,88.53,2.2,974.7,30.62,0.0
2019-08-09 04:00:00,2019-08-09 05:00:00,8.25,43.25,0.7,11.93,6.9,27.58,9.93,0.6,12.03,0.43,1.55,,72.28,2.02,101.47,2.15,974.58,29.93,0.0
2019-08-09 05:00:00,2019-08-09 06:00:00,5.25,48.5,1.43,24.43,14.18,24.08,11.92,0.6,11.18,0.55,0.97,,71.42,1.95,98.72,3.5,975.2,29.73,0.0
2019-08-09 06:00:00,2019-08-09 07:00:00,3.0,34.0,3.15,22.4,14.52,25.3,13.88,0.62,12.2,0.42,0.88,,74.33,1.4,83.55,41.35,975.95,29.52,0.0
2019-08-09 07:00:00,2019-08-09 08:00:00,5.75,39.0,8.83,30.2,23.23,26.98,16.38,0.77,13.1,1.5,3.1,,68.6,1.45,69.85,143.0,976.53,30.62,0.0
2019-08-09 08:00:00,2019-08-09 09:00:00,13.75,64.75,8.43,23.3,19.27,28.82,18.95,0.72,14.88,1.52,4.25,,63.78,2.03,69.18,372.73,976.82,32.0,0.0
2019-08-09 09:00:00,2019-08-09 10:00:00,12.5,67.75,7.1,19.57,16.2,29.35,14.75,0.75,9.95,1.07,3.42,,66.33,1.8,83.1,305.98,977.35,31.97,0.0
2019-08-09 10:00:00,2019-08-09 11:00:00,10.0,60.0,7.45,23.12,18.35,33.15,14.9,0.75,11.43,1.25,4.1,,66.1,1.88,75.17,315.48,977.43,32.1,0.0
2019-08-09 11:00:00,2019-08-09 12:00:00,8.75,60.25,6.95,21.85,17.3,30.88,13.73,0.7,13.15,1.35,5.05,,66.4,2.17,82.68,354.12,977.42,32.27,0.0
2019-08-09 12:00:00,2019-08-09 13:00:00,13.5,68.5,8.82,29.98,23.12,27.77,16.35,0.8,7.12,1.38,6.35,,69.18,1.67,72.65,216.98,977.4,31.8,0.0
2019-08-09 13:00:00,2019-08-09 14:00:00,12.25,63.5,6.12,25.02,18.3,25.45,18.32,0.8,12.32,1.52,7.75,,65.78,1.38,81.45,305.7,976.45,33.15,0.0
2019-08-09 14:00:00,2019-08-09 15:00:00,12.5,63.75,5.43,25.57,18.02,27.5,18.25,0.83,12.45,1.25,4.62,,64.1,1.82,59.82,451.9,975.4,33.83,0.0
2019-08-09 15:00:00,2019-08-09 16:00:00,10.5,68.75,4.28,24.27,16.38,30.33,15.9,0.8,13.05,1.1,4.85,,63.52,2.0,76.38,157.97,974.47,33.5,0.0
2019-08-09 16:00:00,2019-08-09 17:00:00,9.0,63.5,3.4,19.82,13.3,27.1,13.9,0.8,14.95,1.0,4.2,,65.7,1.78,82.67,82.8,974.12,32.92,0.0
2019-08-09 17:00:00,2019-08-09 18:00:00,8.75,47.5,2.67,18.38,11.92,30.17,10.55,0.8,16.2,1.18,4.32,,65.65,1.45,93.97,47.82,974.0,32.62,0.0
2019-08-09 18:00:00,2019-08-09 19:00:00,8.75,41.5,2.5,25.27,15.42,34.7,9.38,0.77,17.7,1.45,5.0,,68.92,1.32,85.97,17.62,973.9,32.0,0.0
2019-08-09 19:00:00,2019-08-09 20:00:00,11.0,46.25,2.7,34.72,20.73,33.9,9.02,0.88,18.88,2.5,8.4,,70.68,1.1,80.88,2.53,974.65,31.55,0.0
2019-08-09 20:00:00,2019-08-09 21:00:00,11.5,48.25,3.0,33.3,20.18,31.75,8.88,0.85,19.52,2.65,10.1,,71.47,1.35,87.07,2.18,975.92,31.47,0.0
2019-08-09 21:00:00,2019-08-09 22:00:00,12.0,51.0,1.6,21.27,12.62,21.68,9.03,0.7,15.17,1.72,5.33,,71.78,1.5,88.55,2.15,976.9,30.8,0.0
2019-08-09 22:00:00,2019-08-09 23:00:00,9.5,41.5,1.2,16.32,9.68,24.43,8.0,0.6,10.77,0.9,1.93,,76.65,1.43,97.87,2.15,977.17,29.77,0.0
2019-08-09 23:00:00,2019-08-10 00:00:00,10.5,22.5,0.95,16.55,9.57,23.47,9.12,0.6,10.95,0.85,1.53,,80.72,1.38,87.58,2.18,977.1,29.17,0.0
2019-08-10 00:00:00,2019-08-10 01:00:00,9.5,24.75,1.9,18.83,11.55,23.0,9.23,0.57,10.72,0.85,1.07,,83.45,1.35,86.88,2.2,977.02,28.93,0.0
2019-08-10 01:00:00,2019-08-10 02:00:00,11.75,26.0,1.1,17.1,9.97,31.8,9.65,0.6,21.0,0.9,1.15,,85.4,1.25,87.85,2.25,976.73,28.6,0.0
2019-08-10 02:00:00,2019-08-10 03:00:00,14.5,25.5,1.2,17.1,10.05,33.5,9.65,0.6,28.2,0.8,1.9,,87.55,1.25,74.67,2.2,976.4,28.42,0.0
2019-08-10 03:00:00,2019-08-10 04:00:00,16.25,33.5,0.78,15.3,8.75,28.9,9.65,0.6,17.88,0.8,2.6,,88.55,1.2,81.6,2.2,975.75,28.35,0.0
2019-08-10 04:00:00,2019-08-10 05:00:00,16.75,35.0,0.98,13.4,7.95,27.73,9.47,0.6,16.98,0.85,1.57,,88.5,1.47,86.43,2.17,975.27,28.37,0.0
2019-08-10 05:00:00,2019-08-10 06:00:00,15.5,33.75,0.98,13.05,7.7,23.4,8.82,0.6,13.82,0.73,0.97,,88.72,1.4,89.03,2.55,975.28,28.23,0.0
2019-08-10 06:00:00,2019-08-10 07:00:00,13.5,28.75,1.18,13.28,8.02,21.95,8.27,0.7,9.8,0.6,0.9,,88.0,1.6,97.35,18.95,976.02,28.3,0.0
2019-08-10 07:00:00,2019-08-10 08:00:00,12.0,26.25,1.98,13.88,9.0,21.45,8.18,0.7,9.43,0.7,1.32,,86.55,1.73,106.53,66.62,976.78,28.55,0.0
2019-08-10 08:00:00,2019-08-10 09:00:00,12.0,28.5,3.2,15.25,10.68,22.3,8.62,0.7,9.88,0.93,3.1,,81.9,1.73,105.8,160.95,977.1,29.7,0.0
2019-08-10 09:00:00,2019-08-10 10:00:00,13.75,25.75,3.83,18.1,12.78,30.35,8.18,0.78,13.12,1.15,4.15,,81.38,1.58,110.22,257.82,977.45,30.0,0.0
2019-08-10 10:00:00,2019-08-10 11:00:00,17.0,31.75,3.08,14.12,10.0,30.9,8.37,0.7,17.62,0.97,2.35,,70.97,1.97,116.47,247.05,977.6,32.1,0.0
2019-08-10 11:00:00,2019-08-10 12:00:00,10.0,35.0,3.78,16.67,11.97,27.0,8.78,0.73,26.73,1.12,2.0,,81.97,1.73,127.93,280.9,977.8,30.3,0.0
2019-08-10 12:00:00,2019-08-10 13:00:00,8.25,35.25,3.83,14.7,10.95,28.3,9.22,0.7,29.57,14.5,14.43,,77.67,1.8,132.97,245.1,977.65,30.75,0.0
2019-08-10 13:00:00,2019-08-10 14:00:00,11.0,27.5,3.55,13.18,9.9,25.92,9.05,0.72,27.42,3.77,3.98,,68.9,1.85,125.53,482.7,977.17,32.73,0.0
2019-08-10 14:00:00,2019-08-10 15:00:00,9.25,27.25,2.35,11.43,8.0,18.38,8.78,0.8,19.62,0.0,0.0,,66.72,1.75,121.42,401.77,976.48,33.17,0.0
2019-08-10 15:00:00,2019-08-10 16:00:00,12.5,19.75,2.38,12.4,8.55,20.57,8.9,0.77,10.2,0.62,1.65,,62.65,1.6,126.9,162.92,975.9,33.7,0.0
2019-08-10 16:00:00,2019-08-10 17:00:00,10.25,14.75,2.23,13.72,9.23,21.3,8.43,0.8,13.28,0.82,1.73,,65.53,1.58,114.77,68.12,975.5,33.17,0.0
2019-08-10 17:00:00,2019-08-10 18:00:00,8.75,21.0,2.7,23.3,14.55,22.65,8.93,0.93,12.85,0.65,1.55,,69.6,1.23,131.38,44.85,975.38,32.33,0.0
2019-08-10 18:00:00,2019-08-10 19:00:00,11.25,25.25,2.73,24.57,15.32,24.0,9.0,0.7,7.75,0.8,2.38,,70.57,1.43,127.95,23.02,975.62,31.7,0.0
2019-08-10 19:00:00,2019-08-10 20:00:00,11.25,31.75,4.43,37.92,23.77,31.43,8.85,0.77,10.8,0.9,3.13,,75.22,1.18,130.57,2.57,976.38,30.85,0.0
2019-08-10 20:00:00,2019-08-10 21:00:00,11.0,41.75,6.4,43.73,28.45,31.92,8.95,0.93,11.8,1.07,4.05,,79.72,1.08,127.22,2.08,976.95,30.38,0.0
2019-08-10 21:00:00,2019-08-10 22:00:00,17.75,50.5,11.22,46.35,33.82,25.57,9.12,1.02,11.8,1.25,5.12,,81.95,0.95,123.35,2.07,977.67,29.95,0.0
2019-08-10 22:00:00,2019-08-10 23:00:00,20.5,59.0,10.85,43.82,32.15,24.75,9.5,1.0,9.38,1.35,5.75,,85.12,0.5,106.6,2.1,978.38,29.47,0.0
2019-08-10 23:00:00,2019-08-11 00:00:00,22.25,53.0,14.3,43.67,34.88,25.05,8.88,1.0,9.68,1.4,6.2,,86.85,0.35,100.33,2.08,978.75,29.25,0.0
2019-08-11 00:00:00,2019-08-11 01:00:00,23.0,57.0,27.6,46.55,47.25,25.73,9.03,1.0,10.22,1.32,6.1,,86.35,0.42,86.45,2.1,978.67,29.2,0.0
2019-08-11 01:00:00,2019-08-11 02:00:00,23.0,73.25,26.7,43.05,44.65,39.98,8.75,1.0,15.75,0.73,3.37,,87.9,0.47,72.5,2.17,978.42,29.05,0.0
2019-08-11 02:00:00,2019-08-11 03:00:00,24.75,90.25,24.35,38.25,40.15,42.6,9.55,0.95,21.4,0.83,4.95,,89.28,0.62,78.17,2.25,978.1,28.73,0.0
2019-08-11 03:00:00,2019-08-11 04:00:00,31.0,100.25,14.48,36.67,31.27,32.38,8.72,0.9,9.72,1.68,9.4,,90.0,0.5,78.28,2.2,977.98,28.7,0.0
2019-08-11 04:00:00,2019-08-11 05:00:00,33.0,88.25,8.62,34.08,25.15,29.07,8.63,0.85,8.0,1.77,8.82,,90.6,0.65,104.03,2.2,977.67,28.58,0.0
2019-08-11 05:00:00,2019-08-11 06:00:00,29.75,76.0,13.05,31.12,27.18,27.4,8.45,0.87,10.25,1.75,8.32,,92.1,0.65,119.48,3.53,977.85,28.3,0.0
2019-08-11 06:00:00,2019-08-11 07:00:00,30.25,75.5,18.45,32.75,31.93,28.02,8.3,1.0,8.8,1.62,8.8,,90.9,0.97,121.18,29.0,978.25,28.6,0.0
2019-08-11 07:00:00,2019-08-11 08:00:00,33.0,78.25,9.08,22.95,19.55,28.85,7.88,0.8,8.2,1.58,9.4,,80.62,1.2,129.5,193.28,978.65,30.75,0.0
2019-08-11 08:00:00,2019-08-11 09:00:00,27.5,61.75,6.68,20.75,16.48,28.73,7.97,0.8,9.98,1.48,8.12,,72.92,1.0,145.25,361.82,979.0,32.5,0.0
2019-08-11 09:00:00,2019-08-11 10:00:00,20.0,55.0,3.8,18.47,12.95,29.18,8.6,0.77,11.68,1.35,7.08,,70.95,1.27,184.53,277.85,979.23,32.5,0.0
2019-08-11 10:00:00,2019-08-11 11:00:00,21.75,57.0,2.65,21.25,13.52,28.4,8.53,0.8,7.2,1.23,6.18,,70.78,0.88,190.05,156.1,979.45,32.62,0.0
2019-08-11 11:00:00,2019-08-11 12:00:00,25.75,61.75,2.02,20.88,12.72,33.88,7.47,0.8,10.5,1.2,5.97,,69.5,1.1,193.65,176.62,979.4,32.88,0.0
2019-08-11 12:00:00,2019-08-11 13:00:00,21.5,56.25,2.67,20.43,13.05,35.35,7.02,0.77,10.62,1.2,5.88,,64.55,1.4,185.82,370.83,978.9,33.93,0.0
2019-08-11 13:00:00,2019-08-11 14:00:00,20.5,53.5,1.9,15.72,9.9,31.32,7.25,0.75,13.77,1.15,5.6,,61.12,1.68,197.6,462.55,978.15,34.8,0.0
2019-08-11 14:00:00,2019-08-11 15:00:00,21.0,58.75,1.42,14.32,8.78,29.5,7.17,0.73,10.05,1.08,5.22,,56.88,1.68,187.27,582.9,977.4,35.68,0.0
2019-08-11 15:00:00,2019-08-11 16:00:00,17.5,50.5,1.23,12.45,7.6,37.12,6.97,0.7,12.57,0.97,4.9,,58.2,1.55,193.8,200.88,976.58,35.3,0.0
2019-08-11 16:00:00,2019-08-11 17:00:00,14.25,42.25,1.25,12.9,7.88,38.5,6.77,0.7,13.73,0.85,4.62,,57.92,1.93,207.35,115.53,975.9,35.1,0.0
2019-08-11 17:00:00,2019-08-11 18:00:00,8.75,29.0,1.43,14.35,8.8,40.32,9.25,0.7,13.23,0.73,4.22,,60.6,2.0,197.97,87.4,975.75,34.45,0.0
2019-08-11 18:00:00,2019-08-11 19:00:00,8.0,23.5,1.25,16.7,9.88,40.33,9.95,0.7,7.7,0.7,3.83,,63.8,1.6,193.8,23.3,976.18,33.48,0.0
2019-08-11 19:00:00,2019-08-11 20:00:00,8.0,25.0,1.25,29.32,16.62,51.48,9.8,0.77,10.32,0.65,3.92,,66.03,1.42,192.38,2.32,976.68,32.6,0.0
2019-08-11 20:00:00,2019-08-11 21:00:00,8.0,28.5,1.85,35.47,20.4,45.93,10.43,0.88,10.68,0.72,4.4,,67.4,1.48,199.93,1.78,977.4,32.38,0.0
2019-08-11 21:00:00,2019-08-11 22:00:00,8.25,39.75,1.55,34.1,19.38,38.08,10.38,0.95,13.2,0.95,4.95,,70.52,1.25,199.45,1.78,977.9,31.9,0.0
2019-08-11 22:00:00,2019-08-11 23:00:00,11.5,44.0,1.65,36.8,20.93,30.2,10.4,1.0,7.53,1.08,5.17,,73.03,1.35,218.25,1.68,978.15,31.52,0.0
