From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2018-03-01 00:00:00,2018-03-01 01:00:00,111.67,276.18,308.18,110.22,461.12,39.13,20.41,3.7,1.98,0.3,3.55,,88.42,0.4,200.0,2.0,989.83,18.93,
2018-03-01 01:00:00,2018-03-01 02:00:00,123.0,303.5,204.67,94.27,37.4,29.57,10.37,3.59,4.52,2.06,2.52,,92.0,0.48,213.83,2.0,989.08,18.28,
2018-03-01 02:00:00,2018-03-01 03:00:00,117.58,292.25,232.13,76.03,397.35,18.57,10.22,2.47,2.81,0.5,4.67,,93.33,0.53,217.67,2.0,989.0,17.6,
2018-03-01 03:00:00,2018-03-01 04:00:00,111.5,261.67,166.67,73.87,302.94,37.66,16.71,2.41,2.12,0.2,4.32,,93.75,0.48,213.25,1.92,988.25,17.13,
2018-03-01 04:00:00,2018-03-01 05:00:00,110.08,260.83,161.93,62.19,285.57,39.52,13.46,2.26,2.04,0.81,3.32,,96.83,0.38,208.67,2.0,988.0,16.51,
2018-03-01 05:00:00,2018-03-01 06:00:00,107.25,254.58,150.0,59.36,247.91,40.26,14.28,1.98,1.88,0.53,3.22,,98.17,0.5,218.92,2.0,988.0,16.17,
2018-03-01 06:00:00,2018-03-01 07:00:00,110.67,269.58,157.44,57.09,256.46,46.51,15.37,1.89,2.26,0.43,2.69,,97.0,0.82,201.33,2.67,988.67,16.29,
2018-03-01 07:00:00,2018-03-01 08:00:00,123.83,307.67,147.62,64.99,268.08,60.83,20.94,1.87,1.84,0.2,2.47,,92.58,0.59,218.08,40.58,989.08,17.07,
2018-03-01 08:00:00,2018-03-01 09:00:00,154.33,405.42,88.24,91.88,208.96,70.42,38.02,1.9,3.54,0.34,1.93,,75.83,0.68,210.0,156.92,990.0,20.72,
2018-03-01 09:00:00,2018-03-01 10:00:00,197.33,540.5,33.92,107.39,146.41,67.08,45.57,1.77,16.65,0.2,1.88,,62.42,0.43,243.83,195.17,990.25,23.57,
2018-03-01 10:00:00,2018-03-01 11:00:00,179.92,493.33,16.42,88.97,94.21,46.61,30.55,1.38,48.55,0.34,1.57,,50.67,0.86,229.92,268.83,990.92,25.69,
2018-03-01 11:00:00,2018-03-01 12:00:00,151.42,390.83,4.64,55.29,57.48,41.69,29.07,1.08,89.34,0.16,1.41,,42.5,0.81,263.08,316.42,990.0,26.77,
2018-03-01 12:00:00,2018-03-01 13:00:00,115.08,293.08,3.34,53.68,54.11,37.86,28.72,0.96,109.24,0.18,1.41,,32.75,0.81,247.67,519.25,989.5,29.0,
2018-03-01 13:00:00,2018-03-01 14:00:00,90.92,231.83,2.3,49.12,48.46,30.85,23.89,0.78,105.62,0.1,1.36,,30.67,1.23,241.08,276.17,989.0,28.88,
2018-03-01 14:00:00,2018-03-01 15:00:00,69.75,176.58,2.48,38.89,39.31,32.96,21.9,0.69,95.83,0.17,1.35,,31.5,1.25,252.08,375.08,988.25,29.35,
2018-03-01 15:00:00,2018-03-01 16:00:00,68.92,171.08,2.08,33.17,33.46,32.28,19.68,0.57,87.68,0.11,1.08,,29.25,0.97,256.33,285.42,987.5,29.78,
2018-03-01 16:00:00,2018-03-01 17:00:00,56.17,147.17,7.5,54.48,46.12,25.9,12.63,0.6,50.05,0.4,0.88,,31.58,0.83,247.33,103.83,987.0,28.51,
2018-03-01 17:00:00,2018-03-01 18:00:00,56.83,148.67,8.03,60.01,59.18,28.89,18.94,0.7,36.92,0.2,1.21,,34.92,0.69,243.42,52.42,987.0,27.26,
2018-03-01 18:00:00,2018-03-01 19:00:00,57.0,154.5,38.34,94.91,141.32,23.28,19.39,1.3,7.4,0.1,1.48,,37.58,0.47,213.18,6.58,987.0,24.78,
2018-03-01 19:00:00,2018-03-01 20:00:00,57.0,172.42,154.87,96.82,307.5,25.0,19.14,2.42,1.74,0.14,1.97,,49.42,0.41,182.58,1.92,987.0,21.85,
2018-03-01 20:00:00,2018-03-01 21:00:00,57.92,199.67,346.87,112.67,,27.12,20.16,4.03,1.96,0.47,2.57,,59.92,0.39,76.17,2.0,988.0,20.82,
2018-03-01 21:00:00,2018-03-01 22:00:00,83.45,265.25,264.68,125.64,377.87,36.85,21.93,3.76,1.86,0.56,3.45,,67.08,0.36,93.0,1.92,987.92,20.67,
2018-03-01 22:00:00,2018-03-01 23:00:00,100.67,265.5,180.98,95.33,342.92,40.16,15.59,3.01,1.41,1.08,2.19,,76.33,0.35,164.67,2.0,988.0,19.88,
2018-03-01 23:00:00,2018-03-02 00:00:00,102.92,253.08,302.81,96.75,390.2,42.68,21.85,4.46,2.24,0.22,2.14,,84.08,0.46,181.75,2.0,987.92,19.1,
2018-03-02 00:00:00,2018-03-02 01:00:00,136.0,323.82,459.92,111.76,,43.65,20.58,5.66,2.04,0.48,2.12,,90.08,0.53,230.83,2.0,988.0,18.33,
2018-03-02 01:00:00,2018-03-02 02:00:00,176.58,405.25,206.24,92.32,193.5,35.45,11.18,4.92,2.78,1.47,1.71,,88.5,0.53,199.67,2.0,987.33,18.52,
2018-03-02 02:00:00,2018-03-02 03:00:00,165.33,369.83,241.73,91.13,407.54,23.84,10.62,3.75,1.97,0.55,2.5,,89.42,0.53,204.92,2.0,987.0,18.38,
2018-03-02 03:00:00,2018-03-02 04:00:00,163.08,357.75,233.68,95.73,417.67,49.62,20.17,3.99,1.83,0.3,2.22,,91.75,0.64,212.42,2.0,987.0,17.91,
2018-03-02 04:00:00,2018-03-02 05:00:00,163.0,353.33,208.45,84.18,371.22,48.74,15.8,3.67,1.85,0.58,1.8,,93.75,0.78,205.33,2.0,987.0,17.43,
2018-03-02 05:00:00,2018-03-02 06:00:00,157.5,324.58,215.62,82.57,380.08,46.76,19.0,3.33,1.6,0.3,1.98,,92.0,0.58,218.33,2.0,987.0,17.05,
2018-03-02 06:00:00,2018-03-02 07:00:00,142.33,289.92,210.33,144.54,283.17,39.65,13.58,3.2,1.47,0.73,1.66,,93.17,0.28,172.92,2.83,987.0,16.6,
2018-03-02 07:00:00,2018-03-02 08:00:00,129.08,283.33,253.71,74.12,426.03,48.17,18.25,3.62,1.6,0.3,2.13,,90.67,0.33,184.67,35.67,987.33,17.28,
2018-03-02 08:00:00,2018-03-02 09:00:00,138.08,317.83,170.86,123.59,355.51,54.6,22.86,3.27,2.77,0.3,2.27,,68.92,0.32,165.83,174.0,988.17,21.97,
2018-03-02 09:00:00,2018-03-02 10:00:00,146.33,332.0,21.06,91.11,113.44,51.31,29.77,1.58,32.33,0.26,2.02,,50.0,0.55,225.42,232.92,989.0,25.29,
2018-03-02 10:00:00,2018-03-02 11:00:00,130.5,300.92,6.23,38.38,42.09,39.89,23.01,0.87,74.42,0.27,1.34,,44.33,1.08,235.67,260.83,989.0,27.15,
2018-03-02 11:00:00,2018-03-02 12:00:00,109.75,260.42,1.15,26.41,25.88,53.19,25.72,1.16,105.38,0.33,0.82,,47.33,1.54,282.42,351.08,989.0,27.22,
2018-03-02 12:00:00,2018-03-02 13:00:00,133.67,356.0,1.27,22.67,33.53,47.4,20.18,0.87,112.85,0.46,0.62,,41.0,1.28,293.33,576.58,988.33,28.54,
2018-03-02 13:00:00,2018-03-02 14:00:00,104.83,227.5,1.03,,36.47,25.74,0.19,0.39,105.52,0.66,0.3,,31.42,1.02,277.67,605.08,987.17,30.49,
2018-03-02 14:00:00,2018-03-02 15:00:00,55.25,130.67,1.07,,35.74,22.49,0.1,0.3,98.07,0.6,0.3,,29.58,1.12,256.5,411.58,986.0,31.58,
2018-03-02 15:00:00,2018-03-02 16:00:00,48.25,116.58,0.84,,34.91,17.87,0.1,0.21,90.88,0.6,0.3,,27.75,1.4,249.58,310.08,985.08,31.49,
2018-03-02 16:00:00,2018-03-02 17:00:00,46.17,116.0,1.2,26.8,29.91,15.0,0.45,0.2,77.58,0.57,0.3,,29.25,1.52,242.08,115.0,985.0,30.6,
2018-03-02 17:00:00,2018-03-02 18:00:00,50.58,131.58,0.74,20.67,26.59,24.54,18.62,0.42,78.35,0.3,0.45,,32.17,1.38,253.5,40.42,985.0,29.4,
2018-03-02 18:00:00,2018-03-02 19:00:00,47.33,129.33,0.8,58.17,54.55,29.72,20.52,0.73,38.84,0.0,0.6,,41.42,0.69,216.92,5.75,985.08,26.81,
2018-03-02 19:00:00,2018-03-02 20:00:00,75.42,223.42,49.25,104.07,165.3,29.46,20.57,1.44,2.76,0.15,0.72,,54.83,0.48,209.5,2.0,986.0,23.67,
2018-03-02 20:00:00,2018-03-02 21:00:00,70.67,224.67,95.92,104.44,231.01,33.64,23.34,1.91,1.7,0.1,0.94,,63.83,0.55,187.67,2.0,986.0,22.26,
2018-03-02 21:00:00,2018-03-02 22:00:00,89.25,248.75,96.46,100.91,209.32,31.78,19.22,2.1,1.42,0.18,1.02,,71.5,0.35,231.5,1.83,986.92,21.07,
2018-03-02 22:00:00,2018-03-02 23:00:00,83.67,223.5,230.27,109.79,418.89,38.32,18.06,3.33,1.57,0.36,1.09,,77.92,0.36,221.92,2.0,987.0,20.26,
2018-03-02 23:00:00,2018-03-03 00:00:00,116.0,342.0,281.79,107.28,475.08,39.29,19.4,3.81,1.56,0.2,1.7,,83.92,0.53,194.92,2.0,986.58,19.59,
2018-03-03 00:00:00,2018-03-03 01:00:00,117.17,308.45,224.07,91.63,400.18,41.8,17.17,3.13,1.73,0.2,1.89,,87.08,0.61,194.25,2.0,986.0,19.04,
2018-03-03 01:00:00,2018-03-03 02:00:00,117.0,288.42,103.72,208.74,114.66,24.73,5.35,2.64,76.52,1.27,1.06,,87.17,0.43,171.58,2.0,986.0,18.91,
2018-03-03 02:00:00,2018-03-03 03:00:00,112.42,272.33,85.13,93.37,151.07,17.61,5.73,1.87,1.88,0.57,1.58,,87.67,0.34,209.0,2.0,985.67,18.72,
2018-03-03 03:00:00,2018-03-03 04:00:00,91.83,211.42,39.99,72.39,109.17,35.11,12.41,1.38,1.93,0.33,1.59,,83.5,0.56,176.83,2.0,985.0,18.92,
2018-03-03 04:00:00,2018-03-03 05:00:00,74.42,162.0,26.46,58.24,90.95,35.99,11.26,1.18,1.77,0.37,1.22,,83.83,0.8,198.5,2.0,985.0,18.87,
2018-03-03 05:00:00,2018-03-03 06:00:00,64.75,157.08,29.8,55.77,93.38,42.12,15.34,1.11,1.74,0.2,1.2,,86.42,0.92,205.17,2.0,985.0,18.42,
2018-03-03 06:00:00,2018-03-03 07:00:00,76.83,192.75,65.84,53.1,141.71,52.96,17.6,1.38,1.48,0.16,1.18,,92.58,0.73,215.92,2.92,985.83,17.51,
2018-03-03 07:00:00,2018-03-03 08:00:00,97.25,264.75,83.78,57.52,171.12,61.37,22.5,1.44,2.03,0.1,1.03,,90.42,0.63,219.08,38.92,986.0,17.95,
2018-03-03 08:00:00,2018-03-03 09:00:00,129.25,368.17,24.87,58.27,88.67,65.26,36.85,1.27,6.63,0.1,0.82,,72.08,0.7,211.33,167.5,986.5,21.67,
2018-03-03 09:00:00,2018-03-03 10:00:00,135.67,400.83,17.78,72.42,87.22,58.17,48.68,1.25,19.57,0.16,0.76,,54.83,0.79,195.83,216.17,987.0,25.42,
2018-03-03 10:00:00,2018-03-03 11:00:00,128.67,364.5,14.81,67.63,73.83,44.36,49.89,1.0,34.33,0.18,0.76,,45.92,0.7,198.5,221.92,987.0,27.35,
2018-03-03 11:00:00,2018-03-03 12:00:00,123.42,313.33,8.89,46.21,49.18,38.27,44.12,0.71,58.5,0.15,0.7,,34.58,0.74,226.58,342.0,986.33,29.58,
2018-03-03 12:00:00,2018-03-03 13:00:00,80.83,209.08,3.45,33.91,36.08,29.44,31.93,0.52,75.77,0.1,0.63,,26.42,1.03,210.58,458.33,985.83,30.92,
2018-03-03 13:00:00,2018-03-03 14:00:00,92.58,272.42,2.47,22.39,25.68,21.63,17.7,0.4,86.29,0.28,0.43,,22.75,1.55,194.83,577.17,984.67,32.51,
2018-03-03 14:00:00,2018-03-03 15:00:00,51.83,152.5,1.29,20.52,25.27,20.03,16.7,0.4,100.92,0.37,0.38,,22.83,1.2,197.83,382.33,983.58,32.81,
2018-03-03 15:00:00,2018-03-03 16:00:00,46.17,146.5,1.89,24.13,24.85,26.73,16.82,0.36,83.51,0.0,0.53,,23.42,1.27,214.58,269.42,983.0,32.31,
2018-03-03 16:00:00,2018-03-03 17:00:00,49.67,138.75,3.88,30.53,29.98,27.73,15.01,0.37,71.3,0.08,0.55,,25.08,1.03,249.75,121.42,982.92,31.54,
2018-03-03 17:00:00,2018-03-03 18:00:00,56.42,161.83,1.45,33.18,32.52,28.91,19.08,0.58,61.18,0.0,0.74,,39.25,1.13,339.67,35.08,983.0,29.18,
2018-03-03 18:00:00,2018-03-03 19:00:00,62.5,208.92,2.74,60.62,59.66,30.04,19.09,1.0,21.88,0.27,0.72,,52.42,1.31,136.18,9.83,983.0,27.04,
2018-03-03 19:00:00,2018-03-03 20:00:00,84.08,253.33,12.22,77.73,88.71,29.62,31.09,1.16,11.06,0.1,0.86,,50.33,1.04,240.73,1.92,983.42,25.74,
2018-03-03 20:00:00,2018-03-03 21:00:00,100.67,300.08,73.58,91.43,187.87,28.84,27.08,1.85,1.63,0.1,0.97,,59.08,0.28,146.58,2.0,984.0,23.47,
2018-03-03 21:00:00,2018-03-03 22:00:00,97.42,295.75,131.02,88.35,266.46,29.78,21.28,2.35,1.61,0.33,1.03,,62.75,0.27,170.58,2.0,984.0,22.14,
2018-03-03 22:00:00,2018-03-03 23:00:00,96.08,287.67,213.04,115.83,373.0,33.03,16.58,3.31,1.56,0.61,1.07,,65.67,0.49,209.25,2.0,984.0,21.33,
2018-03-03 23:00:00,2018-03-04 00:00:00,116.17,338.33,307.42,102.06,453.47,37.19,22.03,4.25,2.77,0.38,1.91,,73.17,0.5,216.08,2.0,984.0,20.62,
2018-03-04 00:00:00,2018-03-04 01:00:00,138.17,399.36,307.37,100.4,427.5,40.12,19.68,3.79,2.36,0.67,2.18,,76.58,0.65,199.92,2.0,984.33,20.22,
2018-03-04 01:00:00,2018-03-04 02:00:00,151.0,414.17,65.99,183.99,87.31,34.03,15.79,2.05,62.52,1.42,1.61,,72.17,0.94,236.42,2.0,984.33,20.94,
2018-03-04 02:00:00,2018-03-04 03:00:00,131.83,335.25,5.63,44.85,36.9,18.79,12.94,0.57,8.87,0.35,1.62,,74.08,0.56,269.67,2.0,984.0,21.04,
2018-03-04 03:00:00,2018-03-04 04:00:00,79.58,214.33,2.68,36.82,37.67,36.48,22.79,0.76,10.48,0.18,1.04,,72.33,0.32,246.33,2.0,984.0,20.16,
2018-03-04 04:00:00,2018-03-04 05:00:00,59.42,154.5,4.38,33.47,33.1,30.65,16.85,0.57,9.88,0.24,0.79,,70.75,0.81,307.92,1.92,984.08,19.68,
2018-03-04 05:00:00,2018-03-04 06:00:00,50.67,128.92,1.78,34.54,34.28,34.52,20.36,0.63,5.97,0.1,0.73,,74.92,1.12,343.33,2.0,985.0,19.12,
2018-03-04 06:00:00,2018-03-04 07:00:00,51.83,133.42,13.0,36.59,52.05,37.99,22.02,0.72,2.31,0.1,0.66,,79.75,0.88,229.17,3.17,985.08,18.29,
2018-03-04 07:00:00,2018-03-04 08:00:00,58.42,155.08,62.22,43.93,128.28,37.71,21.33,1.0,1.7,0.1,0.69,,79.33,0.33,157.25,41.0,986.0,18.44,
2018-03-04 08:00:00,2018-03-04 09:00:00,72.75,202.83,47.37,47.59,110.79,41.14,30.17,1.08,6.07,0.1,0.77,,60.83,0.51,96.33,196.0,986.92,22.31,
2018-03-04 09:00:00,2018-03-04 10:00:00,84.08,216.17,22.12,53.08,80.06,41.08,35.58,0.81,22.64,0.1,0.75,,49.0,0.71,93.25,248.33,987.0,25.16,
2018-03-04 10:00:00,2018-03-04 11:00:00,79.5,201.42,9.38,39.57,45.93,35.07,25.45,0.55,46.71,0.17,0.7,,37.75,0.66,109.92,163.42,987.08,27.51,
2018-03-04 11:00:00,2018-03-04 12:00:00,68.0,178.92,2.77,27.39,29.1,35.41,23.84,0.54,77.45,0.1,0.66,,29.92,1.07,175.83,43.25,987.17,29.56,
2018-03-04 12:00:00,2018-03-04 13:00:00,54.17,157.75,11.22,46.5,44.89,37.41,18.57,0.93,93.59,0.28,0.55,,37.08,1.74,251.5,426.25,987.0,29.32,
2018-03-04 13:00:00,2018-03-04 14:00:00,90.58,308.17,1.85,25.42,25.99,36.0,19.04,0.58,101.75,0.25,0.77,,30.83,1.66,253.75,491.0,986.92,29.76,
2018-03-04 14:00:00,2018-03-04 15:00:00,69.25,204.67,1.87,23.08,24.98,34.28,18.19,0.53,70.23,0.16,0.72,,36.17,1.95,243.92,178.42,986.33,27.37,
2018-03-04 15:00:00,2018-03-04 16:00:00,68.83,239.83,2.32,26.39,29.45,31.48,17.13,0.45,68.18,0.17,0.66,,32.33,1.43,233.67,227.17,986.0,27.99,
2018-03-04 16:00:00,2018-03-04 17:00:00,58.0,198.17,3.97,26.72,26.73,31.31,15.65,0.37,57.81,0.08,0.69,,34.5,1.3,236.58,93.17,986.0,26.85,
2018-03-04 17:00:00,2018-03-04 18:00:00,62.5,218.75,2.84,51.21,50.95,29.67,18.3,0.51,35.12,0.0,0.7,,36.33,1.19,198.92,35.83,986.0,26.0,
2018-03-04 18:00:00,2018-03-04 19:00:00,57.5,186.17,15.47,78.07,79.66,25.48,19.38,0.66,12.17,0.05,0.65,,40.33,0.93,198.83,10.83,986.25,25.0,
2018-03-04 19:00:00,2018-03-04 20:00:00,47.83,152.75,28.66,86.45,119.95,23.43,20.4,0.79,2.56,0.0,0.67,,46.5,0.71,224.42,2.0,986.42,23.26,
2018-03-04 20:00:00,2018-03-04 21:00:00,64.42,197.67,82.58,83.79,193.6,26.09,20.25,1.29,1.62,0.07,0.82,,54.42,0.73,229.92,2.0,987.08,21.67,
2018-03-04 21:00:00,2018-03-04 22:00:00,81.58,271.67,118.98,89.05,230.97,27.3,20.02,1.72,1.88,0.22,1.22,,59.5,0.7,219.67,2.0,988.0,20.87,
2018-03-04 22:00:00,2018-03-04 23:00:00,84.83,260.58,121.88,82.54,247.56,34.23,16.95,1.85,1.84,0.66,1.37,,64.75,0.68,218.67,2.0,988.08,20.16,
2018-03-04 23:00:00,2018-03-05 00:00:00,81.33,248.92,55.11,71.2,142.84,39.22,27.22,1.42,5.06,0.15,1.85,,66.5,0.43,274.17,2.0,988.0,20.86,
2018-03-05 00:00:00,2018-03-05 01:00:00,87.42,236.18,5.21,54.23,55.1,34.1,20.95,0.86,11.43,0.19,1.23,,69.0,0.16,149.83,2.0,988.0,20.66,
2018-03-05 01:00:00,2018-03-05 02:00:00,71.5,169.0,66.97,75.41,129.38,32.14,15.83,1.12,14.51,0.25,0.86,,76.33,0.53,68.92,2.0,988.0,19.55,
2018-03-05 02:00:00,2018-03-05 03:00:00,73.67,207.92,141.38,61.57,254.63,16.08,8.88,1.25,1.98,0.29,2.4,,85.33,0.47,152.17,2.0,988.0,18.11,
2018-03-05 03:00:00,2018-03-05 04:00:00,86.83,246.83,86.09,56.4,173.32,31.58,15.31,1.29,3.24,0.16,2.0,,91.08,0.56,217.42,2.0,988.0,17.07,
2018-03-05 04:00:00,2018-03-05 05:00:00,63.25,173.0,71.53,54.98,151.41,32.65,12.91,1.17,3.79,0.28,1.19,,93.25,0.64,214.42,2.0,988.5,16.58,
2018-03-05 05:00:00,2018-03-05 06:00:00,67.42,172.42,103.77,50.57,192.82,34.84,16.89,1.21,3.18,0.1,1.16,,95.75,0.63,216.33,2.0,989.0,16.04,
2018-03-05 06:00:00,2018-03-05 07:00:00,69.83,178.5,100.36,46.06,183.88,38.45,16.96,1.19,2.32,0.1,1.1,,96.33,0.7,209.17,3.08,989.5,15.8,
2018-03-05 07:00:00,2018-03-05 08:00:00,73.67,182.67,86.55,49.98,168.1,46.41,18.95,1.17,2.14,0.1,1.03,,90.25,0.68,221.25,41.75,990.17,16.87,
2018-03-05 08:00:00,2018-03-05 09:00:00,84.08,232.5,42.08,57.33,112.12,49.27,29.08,1.1,6.29,0.1,0.89,,73.58,0.82,211.33,208.58,991.17,20.28,
2018-03-05 09:00:00,2018-03-05 10:00:00,91.42,265.42,21.43,64.75,89.86,47.18,46.41,1.08,22.93,0.1,0.8,,60.92,0.9,232.92,250.17,992.0,22.97,
2018-03-05 10:00:00,2018-03-05 11:00:00,92.0,268.92,12.71,49.11,55.0,38.17,39.63,0.81,48.84,0.23,0.72,,49.5,1.13,226.67,205.92,992.0,24.68,
2018-03-05 11:00:00,2018-03-05 12:00:00,75.5,212.17,4.47,40.29,43.88,34.47,32.64,0.7,85.02,0.15,0.7,,40.25,1.27,234.08,365.83,992.0,26.32,
2018-03-05 12:00:00,2018-03-05 13:00:00,59.33,171.25,2.23,22.14,24.2,28.82,17.48,0.48,102.22,0.22,0.71,,31.08,1.26,236.5,680.42,991.25,27.87,
2018-03-05 13:00:00,2018-03-05 14:00:00,41.5,132.25,1.88,20.69,25.73,18.06,1.93,0.4,98.84,0.73,0.34,,26.25,1.67,250.33,658.92,990.5,28.18,
2018-03-05 14:00:00,2018-03-05 15:00:00,33.58,89.58,1.97,20.63,25.08,18.2,16.85,0.35,94.58,0.55,0.36,,25.17,1.55,248.0,402.33,989.75,28.81,
2018-03-05 15:00:00,2018-03-05 16:00:00,30.25,111.67,1.85,21.46,24.88,19.75,17.08,0.32,91.86,0.4,0.4,,25.42,2.0,239.83,357.83,989.0,28.14,
2018-03-05 16:00:00,2018-03-05 17:00:00,40.08,146.08,3.73,23.11,23.99,26.29,15.63,0.31,80.93,0.1,0.63,,28.58,2.12,246.58,148.33,989.0,27.11,
2018-03-05 17:00:00,2018-03-05 18:00:00,40.08,137.08,1.95,33.0,33.15,25.63,16.65,0.44,68.9,0.0,0.94,,32.67,1.83,243.75,30.42,989.0,26.07,
2018-03-05 18:00:00,2018-03-05 19:00:00,29.92,109.42,1.93,50.99,49.66,24.96,16.74,0.71,48.47,0.0,1.08,,38.58,1.51,246.08,5.92,989.08,24.76,
2018-03-05 19:00:00,2018-03-05 20:00:00,34.5,106.08,12.75,90.55,101.19,23.73,17.37,1.2,7.83,0.04,1.09,,47.58,0.73,224.42,2.0,990.0,22.78,
2018-03-05 20:00:00,2018-03-05 21:00:00,49.67,145.42,67.01,95.96,182.77,23.75,19.37,1.56,1.55,0.1,1.32,,53.0,0.74,207.42,2.0,990.83,21.19,
2018-03-05 21:00:00,2018-03-05 22:00:00,50.08,151.75,116.21,97.02,253.14,27.11,21.58,1.97,1.83,0.1,1.72,,61.5,0.63,208.58,2.0,991.0,19.58,
2018-03-05 22:00:00,2018-03-05 23:00:00,68.33,196.0,77.29,95.57,197.11,33.91,16.07,1.96,2.13,0.71,1.36,,61.75,0.91,232.33,1.92,992.0,19.95,
2018-03-05 23:00:00,2018-03-06 00:00:00,82.83,229.33,6.91,60.44,65.33,32.28,26.56,0.81,22.79,0.16,1.48,,56.92,1.19,245.92,1.67,991.75,21.51,
2018-03-06 00:00:00,2018-03-06 01:00:00,63.83,153.82,6.99,57.98,51.18,28.77,18.52,0.6,24.53,0.34,0.87,,60.58,1.3,246.67,1.83,991.0,20.84,
2018-03-06 01:00:00,2018-03-06 02:00:00,48.25,116.67,0.9,46.27,43.84,27.5,21.85,0.55,27.9,0.1,0.87,,64.08,1.13,242.0,1.83,990.75,20.23,
2018-03-06 02:00:00,2018-03-06 03:00:00,40.58,108.5,0.98,44.62,21.26,14.88,9.17,0.22,28.2,0.1,0.73,,69.08,0.89,232.08,1.92,990.0,19.19,
2018-03-06 03:00:00,2018-03-06 04:00:00,53.75,146.5,1.53,52.53,50.51,30.29,18.16,0.51,15.66,0.1,0.8,,76.58,1.08,194.75,2.0,990.0,17.8,
2018-03-06 04:00:00,2018-03-06 05:00:00,51.33,137.17,4.06,58.89,57.5,31.4,15.66,0.6,5.32,0.18,0.75,,82.08,0.83,208.0,1.92,990.0,16.66,
2018-03-06 05:00:00,2018-03-06 06:00:00,62.0,183.67,10.12,57.93,67.61,42.83,21.34,0.85,2.36,0.1,0.73,,87.42,0.79,218.92,2.0,990.0,15.62,
2018-03-06 06:00:00,2018-03-06 07:00:00,87.75,256.75,8.42,49.58,57.48,51.69,28.22,0.89,3.92,0.1,0.63,,88.08,0.92,216.17,3.17,990.92,15.33,
2018-03-06 07:00:00,2018-03-06 08:00:00,100.0,276.64,24.44,50.21,76.48,43.28,17.97,0.95,3.23,0.24,0.52,,85.5,0.98,214.08,43.92,991.42,15.8,
2018-03-06 08:00:00,2018-03-06 09:00:00,101.0,271.64,26.63,53.38,86.63,47.23,31.47,1.06,11.9,0.1,0.6,,72.17,1.17,213.25,193.5,992.0,19.1,
2018-03-06 09:00:00,2018-03-06 10:00:00,102.83,283.73,7.76,40.62,48.33,40.21,31.39,0.85,43.77,0.1,0.6,,58.75,1.28,224.67,245.75,992.58,22.2,
2018-03-06 10:00:00,2018-03-06 11:00:00,84.67,229.55,6.48,34.44,37.72,32.53,23.54,0.73,61.33,0.18,0.6,,52.25,2.11,233.25,190.58,993.0,23.76,
2018-03-06 11:00:00,2018-03-06 12:00:00,83.0,238.55,6.81,26.77,28.6,29.19,24.05,0.62,85.04,0.24,0.81,,41.92,2.64,243.25,350.75,992.75,25.38,
2018-03-06 12:00:00,2018-03-06 13:00:00,90.33,279.09,5.23,26.52,23.15,20.96,18.94,0.53,93.98,0.14,0.7,,34.58,2.43,243.25,690.0,991.83,27.21,
2018-03-06 13:00:00,2018-03-06 14:00:00,70.83,184.82,2.41,23.33,24.69,22.38,19.55,0.45,89.56,0.13,0.48,,29.92,2.36,243.25,678.33,990.92,28.04,
2018-03-06 14:00:00,2018-03-06 15:00:00,48.83,149.55,8.66,22.05,22.28,17.18,17.2,0.3,62.38,0.28,0.13,,28.25,2.8,250.0,325.75,990.0,28.03,
2018-03-06 15:00:00,2018-03-06 16:00:00,69.92,131.55,4.03,23.68,24.94,22.88,15.52,0.37,74.22,0.03,0.33,,27.67,2.15,247.45,286.45,989.82,27.84,
2018-03-06 16:00:00,2018-03-06 17:00:00,39.0,111.82,4.31,26.52,27.31,23.59,13.98,0.36,69.83,0.08,0.42,,30.5,2.18,246.42,154.75,989.17,27.06,
2018-03-06 17:00:00,2018-03-06 18:00:00,30.5,96.36,2.28,38.47,38.61,22.79,14.8,0.53,63.46,0.0,0.55,,34.75,2.22,247.5,33.0,989.0,25.93,
2018-03-06 18:00:00,2018-03-06 19:00:00,30.0,92.27,6.49,59.48,54.42,22.27,15.51,0.62,44.32,0.07,0.6,,40.42,1.22,237.25,6.83,989.83,24.6,
2018-03-06 19:00:00,2018-03-06 20:00:00,41.0,114.73,3.24,77.8,68.74,21.8,14.44,0.88,22.45,0.33,1.32,,46.33,0.92,219.0,2.0,990.0,22.99,
2018-03-06 20:00:00,2018-03-06 21:00:00,49.33,151.55,18.43,94.23,112.74,24.75,19.87,1.27,3.79,0.12,2.15,,53.08,0.78,215.25,2.0,990.33,21.54,
2018-03-06 21:00:00,2018-03-06 22:00:00,67.42,185.0,26.93,96.27,126.57,26.43,21.97,1.4,1.54,0.2,2.85,,59.0,0.48,182.5,2.0,991.0,20.58,
2018-03-06 22:00:00,2018-03-06 23:00:00,74.5,204.36,86.87,100.28,214.62,25.88,17.73,1.76,1.43,0.62,2.48,,64.83,0.63,198.5,2.0,991.0,19.55,
2018-03-06 23:00:00,2018-03-07 00:00:00,76.83,206.0,98.15,98.02,209.08,29.49,18.01,1.9,1.66,0.41,2.45,,71.42,0.83,200.92,2.0,991.0,18.48,
